title,authors,average_rating,ratings_count,num_pages,cluster_label
The Strangers in the House,Georges Simenon/P.D. James/Geoffrey Sainsbury/David Watson,3.75,655,194,Mainstream Middles
Wayside School Gets A Little Stranger (Wayside School  #3),Louis Sachar,4.19,17980,176,Hidden Gems
Strangers,Dean Koontz,4.0,38693,704,Mainstream Middles
Strangers on a Train,Patricia Highsmith,3.78,13041,256,Mainstream Middles
Come a Stranger (Tillerman Cycle  #5),Cynthia Voigt,3.89,1742,256,Mainstream Middles
Exile and the Kingdom,Albert Camus/Carol Cosman/Orhan Pamuk,3.89,680,166,Mainstream Middles
A Happy Death,Albert Camus/Richard Howard/Jean Sarocchi,3.82,6975,144,Mainstream Middles
Lyrical and Critical Essays,Albert Camus/Ellen Conroy Kennedy/Philip Thody,4.27,817,365,Hidden Gems
L'Étranger,Albert Camus,3.98,13454,184,Mainstream Middles
Outsider,Albert Camus,3.98,21,110,Mainstream Middles
The Possessed,Albert Camus/Justin O'Brien,3.83,325,190,Mainstream Middles
Caligula,Albert Camus/Pierre-Louis Rey/P. Morgan/E.T. Jones,4.08,6059,224,Mainstream Middles
Introducing Camus,David Zane Mairowitz/Alain Korkos,3.8,163,176,Mainstream Middles
Notebooks  1935-1951,Albert Camus/Philip Thody/Justin O'Brien,4.28,553,496,Hidden Gems
Existential Meditation,Simon Cleveland,4.91,11,100,Hidden Gems
The Plague,Albert Camus/Robin Buss,3.98,975,238,Mainstream Middles
Le mythe de Sisyphe,Albert Camus,4.15,851,187,Hidden Gems
Marvel 1602,Neil Gaiman/Andy Kubert/Richard Isanove/Peter Sanderson/Todd Klein,3.94,48894,248,Mainstream Middles
Galapagos: A Natural History,Michael H. Jackson,3.88,98,336,Mainstream Middles
Ecuador & the Galapagos Islands,Danny Palmerlee/Carolyn McCarthy/Michael Grosberg/Lonely Planet,3.89,66,440,Mainstream Middles
Galápagos,Kurt Vonnegut Jr.,3.88,27,282,Mainstream Middles
Breakfast of Champions,Robert Egan/Kurt Vonnegut Jr.,4.0,17,106,Mainstream Middles
Seabiscuit: The Saga of a Great Champion,B.K. Beckwith/Howard Brodie/Grantland Rice,4.47,22,64,Hidden Gems
One Door Away from Heaven,Dean Koontz,3.97,17959,681,Mainstream Middles
Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,602,700,Hidden Gems
The Amateur Marriage,Anne Tyler,3.62,12986,342,Underperformers
El matrimonio amateur,Anne Tyler/Gemma Rovira,3.62,4,459,Underperformers
Angel Christmas,Carole Nelson Douglas/Emma Merritt/Marilyn Campbell/Patricia Rice/Mary Balogh,3.49,72,384,Underperformers
Sideways Stories from Wayside School (Wayside School #1),Louis Sachar/Adam McCauley,4.15,81090,144,Hidden Gems
Sideways,Rex Pickett,3.69,4494,368,Underperformers
Sideways Arithmetic from Wayside School (Wayside School #2.5),Louis Sachar,3.88,3708,96,Mainstream Middles
The Sideways Guide to Wine and Life,Alexander Payne/Jim     Taylor,4.38,8,64,Hidden Gems
More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,856,112,Mainstream Middles
Sideways: The Shooting Script,Alexander Payne/Jim     Taylor,4.21,101,192,Hidden Gems
White Man's Grave,Richard Dooling,3.94,367,400,Mainstream Middles
Charms for the Easy Life,Kaye Gibbons,4.02,11168,272,Mainstream Middles
The Lovely Bones,Alice Sebold,3.81,5945,328,Mainstream Middles
Hour Game (Sean King & Michelle Maxwell  #2),David Baldacci,3.97,15,437,Mainstream Middles
House of Sand and Fog,Andre Dubus III/Fontaine Dollas Dubus,3.85,108,15,Mainstream Middles
While I Was Gone,Sue Miller,3.69,239,352,Underperformers
My War Gone by  I Miss It So,Anthony Loyd,4.29,20,336,Hidden Gems
Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer/Charles Hirshberg,4.28,894,432,Hidden Gems
Bird Songs: Of North America,Les Beletsky/Jon L. Dunn,4.48,273,368,Hidden Gems
National Geographic Field Guide to the Birds of North America,National Geographic Society/Jon L. Dunn/Jonathan Alderfer,4.38,745,503,Hidden Gems
Fugitive Pieces,Anne Michaels,3.93,12209,304,Mainstream Middles
Theories of Relativity,Barbara Haworth-Attard,3.91,760,240,Mainstream Middles
Relativity: The Special and the General Theory,Albert Einstein/Nigel Calder/Robert W. Lawson,4.18,14068,130,Hidden Gems
Relativity: The Special and the General Theory: The Masterpiece Science Edition,Albert Einstein/Roger Penrose/Robert Geroch/David C. Cassidy,4.18,24,288,Hidden Gems
Mirror Mirror,Gregory Maguire,3.28,28014,280,Underperformers
Unnatural Exposure (Kay Scarpetta  #8),Patricia Cornwell,4.06,725,367,Mainstream Middles
Estado De Miedo,Michael Crichton,3.7,2,685,Underperformers
Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence,4.23,9023,216,Hidden Gems
Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,4.57,5104,602,Hidden Gems
Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling,4.49,5637,893,Hidden Gems
Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir,4.05,2774,412,Mainstream Middles
Harrius Potter et Philosophi Lapis,J.K. Rowling/Peter Needham,4.47,195,249,Hidden Gems
Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré,4.42,2293963,341,Blockbusters
Harrius Potter et Camera Secretorum,J.K. Rowling/Peter Needham,4.42,86,277,Hidden Gems
La historia de la familia Roccamatio de Helsinki,Yann Martel/Bianca Southwood,3.48,14,91,Underperformers
An Instance of the Fingerpost,Iain Pears,3.94,19134,691,Mainstream Middles
An Instance of the Fingerpost,Iain Pears,3.94,214,691,Mainstream Middles
Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,29,256,Mainstream Middles
Friends  Lovers  Chocolate (Isabel Dalhousie  #2),Alexander McCall Smith,3.62,9901,261,Underperformers
The Right Attitude to Rain (Isabel Dalhousie  #3),Alexander McCall Smith,3.75,7776,276,Mainstream Middles
The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,16314,272,Underperformers
The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,4833,128,Underperformers
Geisha: The Life  the Voices  the Art,Jodi Cobb/Ian Buruma,3.9,188,128,Mainstream Middles
True Believers (Gregor Demarkian  #17),Jane Haddam,3.88,237,432,Mainstream Middles
At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,3.82,68379,204,Mainstream Middles
The Guardian,Nicholas Sparks,4.15,148042,400,Hidden Gems
Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills/Nicholas Sparks,3.57,253,175,Underperformers
The Notebook (The Notebook  #1),Nicholas Sparks,4.09,1090603,214,Blockbusters
À tout jamais,Nicholas Sparks,4.17,186,214,Hidden Gems
Weg der Träume,Nicholas Sparks/Maja Ueberle-Pfaff,4.03,8,352,Mainstream Middles
Noches de tormenta,Nicholas Sparks/Isabel Margelí,3.84,22,190,Mainstream Middles
True Believer,Nicholas Sparks,3.8,896,322,Mainstream Middles
The Patron Saint of Liars,Ann Patchett,3.8,25342,352,Mainstream Middles
Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,2690,416,Mainstream Middles
The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates,3.62,1009,275,Underperformers
The Falls,Joyce Carol Oates,3.58,8278,512,Underperformers
The Assignation: Stories,Joyce Carol Oates,3.8,337,208,Mainstream Middles
The Gravedigger's Daughter,Joyce Carol Oates,3.55,7518,582,Underperformers
Middle Age: A Romance,Joyce Carol Oates,3.58,1650,480,Underperformers
Black Water,Joyce Carol Oates,3.54,5513,160,Underperformers
Blonde,Joyce Carol Oates/Claude Seban,3.99,6903,1110,Mainstream Middles
The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.4,778,229,Underperformers
A Garden of Earthly Delights (Wonderland Quartet  #1),Joyce Carol Oates/Elaine Showalter,3.84,1448,406,Mainstream Middles
Paradise Lost,John Milton/John      Leonard,3.82,113473,453,Mainstream Middles
Paradise Lost,John Milton/Philip Pullman,3.82,269,374,Mainstream Middles
Paradise Lost,John Milton/Gordon Teskey,3.82,1909,590,Mainstream Middles
Paradise (Second Opportunities  #1),Judith McNaught,4.31,27430,709,Hidden Gems
Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford,4.03,1776,288,Mainstream Middles
Milton's Paradise Lost,John Milton/Gustave Doré,3.82,118,384,Mainstream Middles
The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel,2.55,33,272,Underperformers
Mary Queen of Scotland and The Isles,Margaret George,4.05,11523,870,Mainstream Middles
When the Elephants Dance,Tess Uriza Holthe,4.03,2627,368,Mainstream Middles
A Thread of Grace,Mary Doria Russell,4.02,11782,442,Mainstream Middles
The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thad Carhart,3.95,4151,281,Mainstream Middles
The Dive From Clausen's Pier,Ann Packer,3.42,19844,432,Underperformers
The Dive from Clausen's Pier,Ann Packer,3.42,60,368,Underperformers
A Dubious Codicil,Michael Wharton,3.25,3,224,Underperformers
The Awakening and Selected Stories,Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad,3.92,9459,296,Mainstream Middles
Complete Novels and Stories,Kate Chopin/Sandra M. Gilbert,4.28,506,1075,Hidden Gems
Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby,3.57,47,246,Underperformers
Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,539,48,Mainstream Middles
Fuselfieber,David Sedaris/Harry Rowohlt,3.79,14,320,Mainstream Middles
Mi vida en rose,David Sedaris,3.99,5,240,Mainstream Middles
A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,4.22,1145,793,Hidden Gems
Anthony Powell: A Life,Michael   Barber,3.72,39,352,Underperformers
A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell,3.95,3817,718,Mainstream Middles
A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,1289,715,Hidden Gems
A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell,4.29,1237,722,Hidden Gems
Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,4.2,15971,832,Hidden Gems
Alexander Hamilton,Ron Chernow,4.23,97099,818,Hidden Gems
The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,5110,812,Mainstream Middles
Ego and Hubris: The Michael Malice Story,Harvey Pekar/Gary Dumm,3.67,390,160,Underperformers
Empire of the Senseless,Kathy Acker,3.49,1487,240,Underperformers
Great Expectations,Kathy Acker,3.59,740,128,Underperformers
Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach,3.92,2944,464,Mainstream Middles
Queen of the Scene,Queen Latifah/Frank Morrison,4.06,94,32,Mainstream Middles
The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,4.04,13491,405,Mainstream Middles
The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,4.02,1958,288,Mainstream Middles
Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,25441,275,Mainstream Middles
Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,3.91,3808,336,Mainstream Middles
The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,68763,518,Mainstream Middles
The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,136931,390,Mainstream Middles
The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,3.62,9643,624,Underperformers
The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,3.71,43749,441,Underperformers
Virgin Earth  (Tradescant  #2),Philippa Gregory,3.62,4469,661,Underperformers
The Wise Woman,Philippa Gregory,3.32,6774,640,Underperformers
Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,8842,569,Underperformers
The Little House,Philippa Gregory,3.68,1910,368,Underperformers
Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.3,18944,656,Underperformers
Un café lejos de aquí,Z.Z. Packer/María Pérez López de Heredia,3.84,8,283,Mainstream Middles
You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,2543,214,Hidden Gems
Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,4.26,732,341,Hidden Gems
Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,3.16,1,190,Underperformers
Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,23926,208,Mainstream Middles
Daisy Miller and Other Stories,Henry James/Jean Gooder,3.52,558,352,Underperformers
The Turn of the Screw/Daisy Miller,Henry James,3.61,959,192,Underperformers
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,85408,352,Hidden Gems
The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,163,384,Hidden Gems
Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,4.29,12,267,Hidden Gems
Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,4.05,170,128,Mainstream Middles
Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury,4.06,415,126,Mainstream Middles
Hear the Wind Blow,Mary Downing Hahn,4.07,266,224,Mainstream Middles
Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,67271,389,Mainstream Middles
Three Case Histories,Sigmund Freud/Philip Rieff,3.9,622,282,Mainstream Middles
Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,3.93,583,277,Mainstream Middles
Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,4.44,514,720,Hidden Gems
The Intuitionist,Colson Whitehead,3.68,7473,255,Underperformers
John Henry Days,Colson Whitehead,3.65,1940,400,Underperformers
Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,4.21,9845,320,Hidden Gems
The Custard Kid (Black Cats),Terry Deary,4.4,5,62,Hidden Gems
The Magus,John Fowles,4.05,38247,656,Mainstream Middles
The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,4.1,28,303,Hidden Gems
The Myth of the Magus (Canto Original),Elizabeth M. Butler,3.73,27,320,Mainstream Middles
Cards on the Table (Hercule Poirot  #15),Agatha Christie,3.92,25236,324,Mainstream Middles
A Murder Is Announced (Miss Marple  #5),Agatha Christie,3.98,33195,288,Mainstream Middles
And Then There Were None,Agatha Christie,4.26,625767,264,Hidden Gems
Sleeping Murder (Miss Marple  #13),Agatha Christie,3.95,19657,242,Mainstream Middles
Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,4.27,4296,560,Hidden Gems
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,145660,322,Hidden Gems
Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,3.97,36334,220,Mainstream Middles
Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,3.66,20656,336,Underperformers
Crooked House,Agatha Christie,4.04,24849,276,Mainstream Middles
The Body in the Library (Miss Marple  #3),Agatha Christie,3.85,46454,191,Mainstream Middles
Witness for the Prosecution and Selected Plays,Agatha Christie,4.05,3967,352,Mainstream Middles
The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,4.01,69806,252,Mainstream Middles
Partners in Crime (Tommy and Tuppence #2),Agatha Christie,3.77,10106,347,Mainstream Middles
The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,4.24,103149,288,Hidden Gems
Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,3.79,12256,6,Mainstream Middles
Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet,3.92,5473,8,Mainstream Middles
Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,121099,288,Mainstream Middles
The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,3.8,23274,317,Mainstream Middles
The Unexpected Guest: A Play In Two Acts,Agatha Christie,3.83,2813,100,Mainstream Middles
After the Funeral,Agatha Christie,3.87,47,251,Mainstream Middles
Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,3.83,21230,352,Mainstream Middles
The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,196377,121,Mainstream Middles
Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,4.18,97,656,Hidden Gems
Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,3.94,26085,335,Mainstream Middles
Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie,3.5,10356,304,Underperformers
Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,3.94,52,2,Mainstream Middles
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,1520,266,Hidden Gems
Death on the Nile (Hercule Poirot  #17),Agatha Christie,4.1,674,351,Hidden Gems
Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,3.83,572,328,Mainstream Middles
The Most of P.G. Wodehouse,P.G. Wodehouse,4.48,1872,701,Hidden Gems
Full Moon (Blandings Castle  #7),P.G. Wodehouse,4.17,1860,272,Hidden Gems
How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse,4.17,2769,206,Hidden Gems
Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,4.39,3169,557,Hidden Gems
Spring Fever,P.G. Wodehouse,4.05,483,276,Mainstream Middles
Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,4.27,15598,273,Hidden Gems
Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse,4.16,1099,268,Hidden Gems
The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,4616,272,Hidden Gems
Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,4.24,5700,263,Hidden Gems
Big Money,P.G. Wodehouse,3.93,1117,288,Mainstream Middles
Much Obliged  Jeeves,P.G. Wodehouse,4.23,701,208,Hidden Gems
The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,4.24,7442,240,Hidden Gems
Thank You  Jeeves,P.G. Wodehouse/Jonathan Cecil,4.24,66,6,Hidden Gems
Money in the Bank,P.G. Wodehouse,4.13,321,290,Hidden Gems
The Luck of the Bodkins,P.G. Wodehouse,4.08,1290,358,Mainstream Middles
Joy in the Morning,P.G. Wodehouse/Chris Miller,4.34,49,2,Hidden Gems
The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,3.78,11167,9,Mainstream Middles
Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,3.79,619,288,Mainstream Middles
Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,4.31,1865,861,Hidden Gems
The Husband,Dean Koontz,3.8,39604,400,Mainstream Middles
City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,3.98,1060,455,Mainstream Middles
Sole Survivor,Dean Koontz,3.78,23244,403,Mainstream Middles
Forever Odd (Odd Thomas  #2),Dean Koontz,3.97,61555,364,Mainstream Middles
Life Expectancy,Dean Koontz,4.01,26983,476,Mainstream Middles
The Raphael Affair (Jonathan Argyll  #1),Iain Pears,3.54,102,257,Underperformers
The Dream of Scipio,Iain Pears,3.73,3311,416,Mainstream Middles
Welcome to the Great Mysterious,Lorna Landvik,3.78,2432,368,Mainstream Middles
Oh My Stars,Lorna Landvik,3.89,5500,416,Mainstream Middles
Your Oasis on Flame Lake,Lorna Landvik,3.59,2194,320,Underperformers
Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,3.86,8950,304,Mainstream Middles
The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,3.99,177,752,Mainstream Middles
Anne's House Of Dreams,L.M. Montgomery,4.14,2,192,Hidden Gems
Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie,4.21,85,727,Hidden Gems
The Phantom Tollbooth,Norton Juster/Jules Feiffer,4.21,871,256,Hidden Gems
The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen,3.81,1247,250,Mainstream Middles
The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,3.84,1784,252,Mainstream Middles
Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,3.7,232,377,Underperformers
The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,3.88,1233,255,Mainstream Middles
Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,3.67,172,432,Underperformers
The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,3.7,150,352,Underperformers
Berserker: Blue Death (Berserker  #8),Fred Saberhagen,3.71,254,282,Underperformers
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,97539,432,Mainstream Middles
My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,3.85,4844,199,Mainstream Middles
Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,3.64,3732,320,Underperformers
Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,17808,304,Mainstream Middles
Strange Relations,Philip José Farmer,3.71,291,476,Underperformers
The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,3.29,515,339,Underperformers
Dayworld (Dayworld #1),Philip José Farmer,3.64,1315,258,Underperformers
The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer,3.5,50,608,Underperformers
Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,4.47,531,102,Hidden Gems
The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,3.72,32,316,Underperformers
Mr. Majeika and the School Trip,Humphrey Carpenter,3.85,50,89,Mainstream Middles
The Infinite Plan,Isabel Allende,3.72,7347,384,Underperformers
Ines of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,62,528,Mainstream Middles
Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,4.43,2059,560,Hidden Gems
The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,4.09,5007,236,Mainstream Middles
Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,4.45,90,232,Hidden Gems
This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,4.32,811,160,Hidden Gems
Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,3.94,2080,605,Mainstream Middles
Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,4.26,161,360,Hidden Gems
The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,4.01,160,208,Mainstream Middles
The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,3.39,208,189,Underperformers
Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,4.1,844,208,Hidden Gems
Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,3.99,1083,208,Mainstream Middles
Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,4.02,1506,211,Mainstream Middles
Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,3.92,1158,205,Mainstream Middles
Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,4.27,1062,209,Hidden Gems
Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,4.58,596,199,Hidden Gems
Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,4.08,329,357,Mainstream Middles
Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan,3.82,328,427,Mainstream Middles
Leviathan,Thomas Hobbes/Edwin M. Curley,3.7,500,672,Underperformers
The Book of Leviathan,Peter Blegvad,4.16,631,160,Hidden Gems
Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,4.02,18925,992,Mainstream Middles
Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,4.02,390,722,Mainstream Middles
Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,4.1,10,372,Hidden Gems
Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,4.25,8,144,Hidden Gems
The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,4.11,24967,558,Hidden Gems
The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,3.67,45626,149,Underperformers
The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,3.8,971,255,Mainstream Middles
The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,3.67,16,104,Underperformers
The Dream Master,Roger Zelazny,3.64,12,160,Underperformers
The Queen's Necklace,Teresa Edgerton,3.61,99,592,Underperformers
Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,3.79,244,293,Mainstream Middles
The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4.0,157,258,Mainstream Middles
The Castle of  the Silver Wheel,Teresa Edgerton,3.94,89,278,Mainstream Middles
China and Japan (Myths and Legends),Donald A. Mackenzie,3.52,23,404,Underperformers
A Madman Dreams of Turing Machines,Janna Levin,3.68,1136,230,Underperformers
Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,3.33,56,153,Underperformers
Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,17,224,Mainstream Middles
Heart of Darkness,Joseph Conrad,3.42,1363,101,Underperformers
Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,6329,211,Underperformers
Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,10249,262,Mainstream Middles
The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,19427,388,Underperformers
The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.9,788,342,Mainstream Middles
Citizen of the Galaxy,Robert A. Heinlein,3.99,11800,288,Mainstream Middles
The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,93782,288,Hidden Gems
